,sentence,process,catalyst
1329,"High-resolution spectra of C 1s , O 1s , Nb 3d , Ru 3d and Ru 3p for supports , fresh and used catalysts were recorded at a given take-off angle of 45° by a multi-channel hemispherical electron analyzer operating in the constant pass energy mode at 29.35 eV and the Au 4f 7/2 line was recorded with 0.73 eV FWHM at a binding energy ( BE ) of 84.0 eV , using a pressure in the analysis chamber lower than 2.0 × 10–6 Pa .",pressure,Ru
1330,The procedure of D-H method was similar with D-C except that the as-prepared catalyst precursor was further treated in a fixed-bed stainless steel reactor with an inner diameter of 6 mm under H2 with a total flow rate of 50 mL min−1 and maintained at 250 celcius for 2 h to obtain Au @ UiO-66 catalyst .,celcius,Au
1331,"The reforming conditions were : thermal step , 500°C ; catalytic steam reforming , 700°C ; steam-to-carbon ratio ( S/C ) at thermal step inlet , 6 ; space-time , 0.27gcatalysth ( gbio-oil+EtOH ) −1 ; GC1HSV , 13,800h−1 ( at reaction temperature , in CH4 equivalent units ) .",temperature,CH4
1332,The electrochemical OER and HER activity of the prepared electrocatalyst samples were carried out in a 1.0 Molality KOH solution .,Molality,KOH
1333,"For OER activity test , 1 Molality KOH aqueous solution ( pH = 14 ) as the electrolyte , nickel foam ( 1 cm × 2 cm ) rather than FTO glass as the catalyst carrier , which was carefully cleaned with concentrated HCl solution ( PH = 3 ) in an ultrasound bath for 30 min inorder to remove the surface NiO layer , and then cleaned by deionized water and absolute ethanol for 15 min each time , keeping other parameters constant .",Molality,KOH
1334,"For OER activity test , 1 Molality KOH aqueous solution ( pH = 14 ) as the electrolyte , nickel foam ( 1 cm × 2 cm ) rather than FTO glass as the catalyst carrier , which was carefully cleaned with concentrated HCl solution ( PH = 3 ) in an ultrasound bath for 30 min inorder to remove the surface NiO layer , and then cleaned by deionized water and absolute ethanol for 15 min each time , keeping other parameters constant .",Molality,NiO
1335,"For OER activity test , 1 Molality KOH aqueous solution ( pH = 14 ) as the electrolyte , nickel foam ( 1 cm × 2 cm ) rather than FTO glass as the catalyst carrier , which was carefully cleaned with concentrated HCl solution ( PH = 3 ) in an ultrasound bath for 30 min inorder to remove the surface NiO layer , and then cleaned by deionized water and absolute ethanol for 15 min each time , keeping other parameters constant .",Molality,nickel
1336,"Particularly , the high sulfur concentrations ( 50 and 100ppm ) were used to accelerate catalyst deactivation .",concentration,sulfur
1337,Catalytic activities of Ir/CeO2 catalysts toward the SRE reaction were performed at atmospheric pressure in a fixed-bed flow reactor .,pressure,CeO2
1338,Catalytic activities of Ir/CeO2 catalysts toward the SRE reaction were performed at atmospheric pressure in a fixed-bed flow reactor .,atm,CeO2
1339,"It was already confirmed that this type of catalyst efficiently decomposes high concentrations of hydrogen peroxide ( 90 wt. % H2O2 ) , and that lanthanum doping could enhance the thermal durability of the manganese oxide catalyst .",concentration,lanthanum
1340,"Adsorption experiments were carried out over the H2-reduced ( 773 kelvin ) catalysts using a special greaseless infrared cell with ZnSe windows which allows thermal , vacuum and gas treatments .",atm,ZnSe
1341,"Adsorption experiments were carried out over the H2-reduced ( 773 kelvin ) catalysts using a special greaseless infrared cell with ZnSe windows which allows thermal , vacuum and gas treatments .",kelvin,ZnSe
1342,"This includes a graphite anode and cathode , a power supply filled with the volume 100 mL of mixture containing water , oil , co solvent , methanol and Na+/zeolite–chitosan biocomposite as a catalyst .",volume,zeolite
1343,"This includes a graphite anode and cathode , a power supply filled with the volume 100 mL of mixture containing water , oil , co solvent , methanol and Na+/zeolite–chitosan biocomposite as a catalyst .",volume,graphite
1344,"After the photocatalytic reaction , the colloidal solution ( 1 mL for 2-propanol solution and 0.2 mL for 1 Molality KOH solution with 2-propanol ) was collected by syringe from the reactor and it was filtrated by 0.45 μM PTFE filter ( Millex ) to separate H2O2-containing solution from photocatalyst powders .",Molality,KOH
1345,"Aqueous solutions of metal nitrates ( Alfa Aesar ) Molality v ( NO3 ) v ·xH2O ( where Molality v =Ni , Cu , Fe ) and glycine ( C2H5NO2 , as fuel ) were used to synthesize catalysts in volume combustion synthesis ( VCS ) mode by forming a sol–gel of the precursors and fuel .",Molality,Cu
1346,"Aqueous solutions of metal nitrates ( Alfa Aesar ) Molality v ( NO3 ) v ·xH2O ( where Molality v =Ni , Cu , Fe ) and glycine ( C2H5NO2 , as fuel ) were used to synthesize catalysts in volume combustion synthesis ( VCS ) mode by forming a sol–gel of the precursors and fuel .",Molality,Fe
1347,"Aqueous solutions of metal nitrates ( Alfa Aesar ) Molality v ( NO3 ) v ·xH2O ( where Molality v =Ni , Cu , Fe ) and glycine ( C2H5NO2 , as fuel ) were used to synthesize catalysts in volume combustion synthesis ( VCS ) mode by forming a sol–gel of the precursors and fuel .",Molality,Ni
1348,"Aqueous solutions of metal nitrates ( Alfa Aesar ) Molality v ( NO3 ) v ·xH2O ( where Molality v =Ni , Cu , Fe ) and glycine ( C2H5NO2 , as fuel ) were used to synthesize catalysts in volume combustion synthesis ( VCS ) mode by forming a sol–gel of the precursors and fuel .",volume,Cu
1349,"Aqueous solutions of metal nitrates ( Alfa Aesar ) Molality v ( NO3 ) v ·xH2O ( where Molality v =Ni , Cu , Fe ) and glycine ( C2H5NO2 , as fuel ) were used to synthesize catalysts in volume combustion synthesis ( VCS ) mode by forming a sol–gel of the precursors and fuel .",volume,Fe
1350,"Aqueous solutions of metal nitrates ( Alfa Aesar ) Molality v ( NO3 ) v ·xH2O ( where Molality v =Ni , Cu , Fe ) and glycine ( C2H5NO2 , as fuel ) were used to synthesize catalysts in volume combustion synthesis ( VCS ) mode by forming a sol–gel of the precursors and fuel .",volume,Ni
1351,"Na2SO4 aqueous solution ( 0.5 Molality ) was used as an electrolyte , and the working electrode was prepared as below : 5 mg of the photocatalyst was dispersed in 1 mL of ethanol , and then 100 µL of Nafion solution ( 5.0 wt % ) was added .",Molality,Nafion
1352,"Na2SO4 aqueous solution ( 0.5 Molality ) was used as an electrolyte , and the working electrode was prepared as below : 5 mg of the photocatalyst was dispersed in 1 mL of ethanol , and then 100 µL of Nafion solution ( 5.0 wt % ) was added .",Molality,Na2SO4
1353,"In an inert atmosphere , hydrazine allows reduction and precipitation of Ni and Cu metals according to the following reaction : M2+ ( aq ) + N2H4 ( aq ) + 2 OH− ( aq ) → M0 ( s ) + N2 ( gram ) + H2 ( gram ) + 2 H2O ( aq ) with Molality = Ni or Cu After reduction , the obtained solid was filtered off , washed with distilled water and dried at 100 celcius to obtain the final catalyst .",Molality,N2H4
1354,"In an inert atmosphere , hydrazine allows reduction and precipitation of Ni and Cu metals according to the following reaction : M2+ ( aq ) + N2H4 ( aq ) + 2 OH− ( aq ) → M0 ( s ) + N2 ( gram ) + H2 ( gram ) + 2 H2O ( aq ) with Molality = Ni or Cu After reduction , the obtained solid was filtered off , washed with distilled water and dried at 100 celcius to obtain the final catalyst .",Molality,Cu
1355,"In an inert atmosphere , hydrazine allows reduction and precipitation of Ni and Cu metals according to the following reaction : M2+ ( aq ) + N2H4 ( aq ) + 2 OH− ( aq ) → M0 ( s ) + N2 ( gram ) + H2 ( gram ) + 2 H2O ( aq ) with Molality = Ni or Cu After reduction , the obtained solid was filtered off , washed with distilled water and dried at 100 celcius to obtain the final catalyst .",Molality,Cu
1356,"In an inert atmosphere , hydrazine allows reduction and precipitation of Ni and Cu metals according to the following reaction : M2+ ( aq ) + N2H4 ( aq ) + 2 OH− ( aq ) → M0 ( s ) + N2 ( gram ) + H2 ( gram ) + 2 H2O ( aq ) with Molality = Ni or Cu After reduction , the obtained solid was filtered off , washed with distilled water and dried at 100 celcius to obtain the final catalyst .",Molality,Ni
1357,"In an inert atmosphere , hydrazine allows reduction and precipitation of Ni and Cu metals according to the following reaction : M2+ ( aq ) + N2H4 ( aq ) + 2 OH− ( aq ) → M0 ( s ) + N2 ( gram ) + H2 ( gram ) + 2 H2O ( aq ) with Molality = Ni or Cu After reduction , the obtained solid was filtered off , washed with distilled water and dried at 100 celcius to obtain the final catalyst .",Molality,Ni
1358,"In an inert atmosphere , hydrazine allows reduction and precipitation of Ni and Cu metals according to the following reaction : M2+ ( aq ) + N2H4 ( aq ) + 2 OH− ( aq ) → M0 ( s ) + N2 ( gram ) + H2 ( gram ) + 2 H2O ( aq ) with Molality = Ni or Cu After reduction , the obtained solid was filtered off , washed with distilled water and dried at 100 celcius to obtain the final catalyst .",gram,N2H4
1359,"In an inert atmosphere , hydrazine allows reduction and precipitation of Ni and Cu metals according to the following reaction : M2+ ( aq ) + N2H4 ( aq ) + 2 OH− ( aq ) → M0 ( s ) + N2 ( gram ) + H2 ( gram ) + 2 H2O ( aq ) with Molality = Ni or Cu After reduction , the obtained solid was filtered off , washed with distilled water and dried at 100 celcius to obtain the final catalyst .",gram,Cu
1360,"In an inert atmosphere , hydrazine allows reduction and precipitation of Ni and Cu metals according to the following reaction : M2+ ( aq ) + N2H4 ( aq ) + 2 OH− ( aq ) → M0 ( s ) + N2 ( gram ) + H2 ( gram ) + 2 H2O ( aq ) with Molality = Ni or Cu After reduction , the obtained solid was filtered off , washed with distilled water and dried at 100 celcius to obtain the final catalyst .",gram,Cu
1361,"In an inert atmosphere , hydrazine allows reduction and precipitation of Ni and Cu metals according to the following reaction : M2+ ( aq ) + N2H4 ( aq ) + 2 OH− ( aq ) → M0 ( s ) + N2 ( gram ) + H2 ( gram ) + 2 H2O ( aq ) with Molality = Ni or Cu After reduction , the obtained solid was filtered off , washed with distilled water and dried at 100 celcius to obtain the final catalyst .",gram,Ni
1362,"In an inert atmosphere , hydrazine allows reduction and precipitation of Ni and Cu metals according to the following reaction : M2+ ( aq ) + N2H4 ( aq ) + 2 OH− ( aq ) → M0 ( s ) + N2 ( gram ) + H2 ( gram ) + 2 H2O ( aq ) with Molality = Ni or Cu After reduction , the obtained solid was filtered off , washed with distilled water and dried at 100 celcius to obtain the final catalyst .",gram,Ni
1363,"In an inert atmosphere , hydrazine allows reduction and precipitation of Ni and Cu metals according to the following reaction : M2+ ( aq ) + N2H4 ( aq ) + 2 OH− ( aq ) → M0 ( s ) + N2 ( gram ) + H2 ( gram ) + 2 H2O ( aq ) with Molality = Ni or Cu After reduction , the obtained solid was filtered off , washed with distilled water and dried at 100 celcius to obtain the final catalyst .",atm,N2H4
1364,"In an inert atmosphere , hydrazine allows reduction and precipitation of Ni and Cu metals according to the following reaction : M2+ ( aq ) + N2H4 ( aq ) + 2 OH− ( aq ) → M0 ( s ) + N2 ( gram ) + H2 ( gram ) + 2 H2O ( aq ) with Molality = Ni or Cu After reduction , the obtained solid was filtered off , washed with distilled water and dried at 100 celcius to obtain the final catalyst .",atm,Cu
1365,"In an inert atmosphere , hydrazine allows reduction and precipitation of Ni and Cu metals according to the following reaction : M2+ ( aq ) + N2H4 ( aq ) + 2 OH− ( aq ) → M0 ( s ) + N2 ( gram ) + H2 ( gram ) + 2 H2O ( aq ) with Molality = Ni or Cu After reduction , the obtained solid was filtered off , washed with distilled water and dried at 100 celcius to obtain the final catalyst .",atm,Cu
1366,"In an inert atmosphere , hydrazine allows reduction and precipitation of Ni and Cu metals according to the following reaction : M2+ ( aq ) + N2H4 ( aq ) + 2 OH− ( aq ) → M0 ( s ) + N2 ( gram ) + H2 ( gram ) + 2 H2O ( aq ) with Molality = Ni or Cu After reduction , the obtained solid was filtered off , washed with distilled water and dried at 100 celcius to obtain the final catalyst .",atm,Ni
1367,"In an inert atmosphere , hydrazine allows reduction and precipitation of Ni and Cu metals according to the following reaction : M2+ ( aq ) + N2H4 ( aq ) + 2 OH− ( aq ) → M0 ( s ) + N2 ( gram ) + H2 ( gram ) + 2 H2O ( aq ) with Molality = Ni or Cu After reduction , the obtained solid was filtered off , washed with distilled water and dried at 100 celcius to obtain the final catalyst .",atm,Ni
1368,"In an inert atmosphere , hydrazine allows reduction and precipitation of Ni and Cu metals according to the following reaction : M2+ ( aq ) + N2H4 ( aq ) + 2 OH− ( aq ) → M0 ( s ) + N2 ( gram ) + H2 ( gram ) + 2 H2O ( aq ) with Molality = Ni or Cu After reduction , the obtained solid was filtered off , washed with distilled water and dried at 100 celcius to obtain the final catalyst .",celcius,N2H4
1369,"In an inert atmosphere , hydrazine allows reduction and precipitation of Ni and Cu metals according to the following reaction : M2+ ( aq ) + N2H4 ( aq ) + 2 OH− ( aq ) → M0 ( s ) + N2 ( gram ) + H2 ( gram ) + 2 H2O ( aq ) with Molality = Ni or Cu After reduction , the obtained solid was filtered off , washed with distilled water and dried at 100 celcius to obtain the final catalyst .",celcius,Cu
1370,"In an inert atmosphere , hydrazine allows reduction and precipitation of Ni and Cu metals according to the following reaction : M2+ ( aq ) + N2H4 ( aq ) + 2 OH− ( aq ) → M0 ( s ) + N2 ( gram ) + H2 ( gram ) + 2 H2O ( aq ) with Molality = Ni or Cu After reduction , the obtained solid was filtered off , washed with distilled water and dried at 100 celcius to obtain the final catalyst .",celcius,Cu
1371,"In an inert atmosphere , hydrazine allows reduction and precipitation of Ni and Cu metals according to the following reaction : M2+ ( aq ) + N2H4 ( aq ) + 2 OH− ( aq ) → M0 ( s ) + N2 ( gram ) + H2 ( gram ) + 2 H2O ( aq ) with Molality = Ni or Cu After reduction , the obtained solid was filtered off , washed with distilled water and dried at 100 celcius to obtain the final catalyst .",celcius,Ni
1372,"In an inert atmosphere , hydrazine allows reduction and precipitation of Ni and Cu metals according to the following reaction : M2+ ( aq ) + N2H4 ( aq ) + 2 OH− ( aq ) → M0 ( s ) + N2 ( gram ) + H2 ( gram ) + 2 H2O ( aq ) with Molality = Ni or Cu After reduction , the obtained solid was filtered off , washed with distilled water and dried at 100 celcius to obtain the final catalyst .",celcius,Ni
1373,"The catalysts are designated by ( wt % metal precursor ) / ( support ) - temperature celcius - ( N2H4/H2O ratio ) , that are used during the time of synthesis .",temperature,N2H4
1374,"The catalysts are designated by ( wt % metal precursor ) / ( support ) - temperature celcius - ( N2H4/H2O ratio ) , that are used during the time of synthesis .",celcius,N2H4
1375,"The catalytic behaviour of Ni-TLC samples was evaluated in terms of CH4 conversion , carbon capacity ( C/Ni , number of CH4 molecules converted per Ni atom until complete catalyst deactivation ) H2 productivity , and ST Y H 2 ( d molarity H 2 3 gram Ni − 1 h − 1 ) .",molarity,CH4
1376,"The catalytic behaviour of Ni-TLC samples was evaluated in terms of CH4 conversion , carbon capacity ( C/Ni , number of CH4 molecules converted per Ni atom until complete catalyst deactivation ) H2 productivity , and ST Y H 2 ( d molarity H 2 3 gram Ni − 1 h − 1 ) .",molarity,CH4
1377,"The catalytic behaviour of Ni-TLC samples was evaluated in terms of CH4 conversion , carbon capacity ( C/Ni , number of CH4 molecules converted per Ni atom until complete catalyst deactivation ) H2 productivity , and ST Y H 2 ( d molarity H 2 3 gram Ni − 1 h − 1 ) .",molarity,Ni
1378,"The catalytic behaviour of Ni-TLC samples was evaluated in terms of CH4 conversion , carbon capacity ( C/Ni , number of CH4 molecules converted per Ni atom until complete catalyst deactivation ) H2 productivity , and ST Y H 2 ( d molarity H 2 3 gram Ni − 1 h − 1 ) .",molarity,Ni
1379,"The catalytic behaviour of Ni-TLC samples was evaluated in terms of CH4 conversion , carbon capacity ( C/Ni , number of CH4 molecules converted per Ni atom until complete catalyst deactivation ) H2 productivity , and ST Y H 2 ( d molarity H 2 3 gram Ni − 1 h − 1 ) .",molarity,Ni
1380,"The catalytic behaviour of Ni-TLC samples was evaluated in terms of CH4 conversion , carbon capacity ( C/Ni , number of CH4 molecules converted per Ni atom until complete catalyst deactivation ) H2 productivity , and ST Y H 2 ( d molarity H 2 3 gram Ni − 1 h − 1 ) .",gram,CH4
1381,"The catalytic behaviour of Ni-TLC samples was evaluated in terms of CH4 conversion , carbon capacity ( C/Ni , number of CH4 molecules converted per Ni atom until complete catalyst deactivation ) H2 productivity , and ST Y H 2 ( d molarity H 2 3 gram Ni − 1 h − 1 ) .",gram,CH4
1382,"The catalytic behaviour of Ni-TLC samples was evaluated in terms of CH4 conversion , carbon capacity ( C/Ni , number of CH4 molecules converted per Ni atom until complete catalyst deactivation ) H2 productivity , and ST Y H 2 ( d molarity H 2 3 gram Ni − 1 h − 1 ) .",gram,Ni
1383,"The catalytic behaviour of Ni-TLC samples was evaluated in terms of CH4 conversion , carbon capacity ( C/Ni , number of CH4 molecules converted per Ni atom until complete catalyst deactivation ) H2 productivity , and ST Y H 2 ( d molarity H 2 3 gram Ni − 1 h − 1 ) .",gram,Ni
1384,"The catalytic behaviour of Ni-TLC samples was evaluated in terms of CH4 conversion , carbon capacity ( C/Ni , number of CH4 molecules converted per Ni atom until complete catalyst deactivation ) H2 productivity , and ST Y H 2 ( d molarity H 2 3 gram Ni − 1 h − 1 ) .",gram,Ni
1385,The inert Pyrex quartz beads ( 20/25 mesh ) to catalyst weight ratio were maintained at 2 to avoid any local temperature gradients in the catalyst bed .,temperature,quartz
1386,The inert Pyrex quartz beads ( 20/25 mesh ) to catalyst weight ratio were maintained at 2 to avoid any local temperature gradients in the catalyst bed .,weight,quartz
1387,"SiC ( 2 gram , 1 mm , Goodfellow Corp. ) was loaded up and down the catalyst ( 0.6 gram ) bed for sufficient vaporization and uniform distribution of 1-octanol .",gram,SiC
1388,"The H2-TPR of Cu-Zn catalysts were performed at atmospheric pressure using CHEMBET 3000 TPR analyser , at a linearly programmed rate of 5°C/min up to 600°C , with 3 % H2 in N2 stream at a flow rate of 30ml/min .",pressure,Zn
1389,"The H2-TPR of Cu-Zn catalysts were performed at atmospheric pressure using CHEMBET 3000 TPR analyser , at a linearly programmed rate of 5°C/min up to 600°C , with 3 % H2 in N2 stream at a flow rate of 30ml/min .",pressure,Cu
1390,"The H2-TPR of Cu-Zn catalysts were performed at atmospheric pressure using CHEMBET 3000 TPR analyser , at a linearly programmed rate of 5°C/min up to 600°C , with 3 % H2 in N2 stream at a flow rate of 30ml/min .",gram,Zn
1391,"The H2-TPR of Cu-Zn catalysts were performed at atmospheric pressure using CHEMBET 3000 TPR analyser , at a linearly programmed rate of 5°C/min up to 600°C , with 3 % H2 in N2 stream at a flow rate of 30ml/min .",gram,Cu
1392,"The H2-TPR of Cu-Zn catalysts were performed at atmospheric pressure using CHEMBET 3000 TPR analyser , at a linearly programmed rate of 5°C/min up to 600°C , with 3 % H2 in N2 stream at a flow rate of 30ml/min .",atm,Zn
1393,"The H2-TPR of Cu-Zn catalysts were performed at atmospheric pressure using CHEMBET 3000 TPR analyser , at a linearly programmed rate of 5°C/min up to 600°C , with 3 % H2 in N2 stream at a flow rate of 30ml/min .",atm,Cu
1394,"The Pt2+-SAs/MBT can then be activated under a flowing H2 atmosphere for 2 h , obtaining the MBT encapsulated single-atom Pt catalyst ( Pt-SACs/MBT ) .",atm,Pt
1395,"The microwave pyrolysis system consisted of the following components : a 1000W , 2.45 GHz microwave cavity manufactured by Nanjing XianouTechnology Company ( Nanjing , China ) , an infrared temperature sensor for temperature measurement , a 500 mL quartz flask inside the microwave oven into which the biomass feedstock was loaded , a packed bed reactor for the catalyst and a product cooling and collection system where the condensable liquid ( bio-oil ) was collected .",temperature,quartz
1396,"2.3.6 Synthesis of Brønsted acid functionalized phthalocyanine on perylene diimide framework knotted with ionic liquid - ( BAFPcPDIL ) The required photocatalyst was achieved according to by mixing appropriate quantity of 3,3′- ( ( ( ( 1,3,8,10-tetraoxo-1,3,8,10-tetrahydroanthradiisoquinoline-2,9-diyl ) bis ( 4,1-phenylene ) ) bis ( azanediyl ) ) bis ( 2-oxoethane-2,1-diyl ) ) bis ( 1- ( 4,5-dicyano-2-nitrobenzyl ) -1H-benzo imidazol-3-ium ) 2C ( 1.332 gram , 1 mmol ) , and1- ( 4,5-dicyano-2- ( nitrooxy ) benzyl ) -3- ( 4-sulfobutyl ) -1H-benzoimidazole-3-inum hydrogen sulfate 1D ( 3.251 gram , 6.2 mmol ) in 30 mL ethanol containing1,8-Diazabicyclo ( 5,4,0 ) Undec-7-ENE ( DBU ) ( 1.522 gram , 10 mmol ) and heated the solution with constant stirring at 65 celcius , for 24 h ( Scheme 1 ) .After the particular time , the reaction mixture was allowed to cool to room temperatureand the product was recovered by filtration .",temperature,DBU
1397,"2.3.6 Synthesis of Brønsted acid functionalized phthalocyanine on perylene diimide framework knotted with ionic liquid - ( BAFPcPDIL ) The required photocatalyst was achieved according to by mixing appropriate quantity of 3,3′- ( ( ( ( 1,3,8,10-tetraoxo-1,3,8,10-tetrahydroanthradiisoquinoline-2,9-diyl ) bis ( 4,1-phenylene ) ) bis ( azanediyl ) ) bis ( 2-oxoethane-2,1-diyl ) ) bis ( 1- ( 4,5-dicyano-2-nitrobenzyl ) -1H-benzo imidazol-3-ium ) 2C ( 1.332 gram , 1 mmol ) , and1- ( 4,5-dicyano-2- ( nitrooxy ) benzyl ) -3- ( 4-sulfobutyl ) -1H-benzoimidazole-3-inum hydrogen sulfate 1D ( 3.251 gram , 6.2 mmol ) in 30 mL ethanol containing1,8-Diazabicyclo ( 5,4,0 ) Undec-7-ENE ( DBU ) ( 1.522 gram , 10 mmol ) and heated the solution with constant stirring at 65 celcius , for 24 h ( Scheme 1 ) .After the particular time , the reaction mixture was allowed to cool to room temperatureand the product was recovered by filtration .",temperature,phthalocyanine
1398,"2.3.6 Synthesis of Brønsted acid functionalized phthalocyanine on perylene diimide framework knotted with ionic liquid - ( BAFPcPDIL ) The required photocatalyst was achieved according to by mixing appropriate quantity of 3,3′- ( ( ( ( 1,3,8,10-tetraoxo-1,3,8,10-tetrahydroanthradiisoquinoline-2,9-diyl ) bis ( 4,1-phenylene ) ) bis ( azanediyl ) ) bis ( 2-oxoethane-2,1-diyl ) ) bis ( 1- ( 4,5-dicyano-2-nitrobenzyl ) -1H-benzo imidazol-3-ium ) 2C ( 1.332 gram , 1 mmol ) , and1- ( 4,5-dicyano-2- ( nitrooxy ) benzyl ) -3- ( 4-sulfobutyl ) -1H-benzoimidazole-3-inum hydrogen sulfate 1D ( 3.251 gram , 6.2 mmol ) in 30 mL ethanol containing1,8-Diazabicyclo ( 5,4,0 ) Undec-7-ENE ( DBU ) ( 1.522 gram , 10 mmol ) and heated the solution with constant stirring at 65 celcius , for 24 h ( Scheme 1 ) .After the particular time , the reaction mixture was allowed to cool to room temperatureand the product was recovered by filtration .",gram,DBU
1399,"2.3.6 Synthesis of Brønsted acid functionalized phthalocyanine on perylene diimide framework knotted with ionic liquid - ( BAFPcPDIL ) The required photocatalyst was achieved according to by mixing appropriate quantity of 3,3′- ( ( ( ( 1,3,8,10-tetraoxo-1,3,8,10-tetrahydroanthradiisoquinoline-2,9-diyl ) bis ( 4,1-phenylene ) ) bis ( azanediyl ) ) bis ( 2-oxoethane-2,1-diyl ) ) bis ( 1- ( 4,5-dicyano-2-nitrobenzyl ) -1H-benzo imidazol-3-ium ) 2C ( 1.332 gram , 1 mmol ) , and1- ( 4,5-dicyano-2- ( nitrooxy ) benzyl ) -3- ( 4-sulfobutyl ) -1H-benzoimidazole-3-inum hydrogen sulfate 1D ( 3.251 gram , 6.2 mmol ) in 30 mL ethanol containing1,8-Diazabicyclo ( 5,4,0 ) Undec-7-ENE ( DBU ) ( 1.522 gram , 10 mmol ) and heated the solution with constant stirring at 65 celcius , for 24 h ( Scheme 1 ) .After the particular time , the reaction mixture was allowed to cool to room temperatureand the product was recovered by filtration .",gram,phthalocyanine
1400,"2.3.6 Synthesis of Brønsted acid functionalized phthalocyanine on perylene diimide framework knotted with ionic liquid - ( BAFPcPDIL ) The required photocatalyst was achieved according to by mixing appropriate quantity of 3,3′- ( ( ( ( 1,3,8,10-tetraoxo-1,3,8,10-tetrahydroanthradiisoquinoline-2,9-diyl ) bis ( 4,1-phenylene ) ) bis ( azanediyl ) ) bis ( 2-oxoethane-2,1-diyl ) ) bis ( 1- ( 4,5-dicyano-2-nitrobenzyl ) -1H-benzo imidazol-3-ium ) 2C ( 1.332 gram , 1 mmol ) , and1- ( 4,5-dicyano-2- ( nitrooxy ) benzyl ) -3- ( 4-sulfobutyl ) -1H-benzoimidazole-3-inum hydrogen sulfate 1D ( 3.251 gram , 6.2 mmol ) in 30 mL ethanol containing1,8-Diazabicyclo ( 5,4,0 ) Undec-7-ENE ( DBU ) ( 1.522 gram , 10 mmol ) and heated the solution with constant stirring at 65 celcius , for 24 h ( Scheme 1 ) .After the particular time , the reaction mixture was allowed to cool to room temperatureand the product was recovered by filtration .",celcius,DBU
1401,"2.3.6 Synthesis of Brønsted acid functionalized phthalocyanine on perylene diimide framework knotted with ionic liquid - ( BAFPcPDIL ) The required photocatalyst was achieved according to by mixing appropriate quantity of 3,3′- ( ( ( ( 1,3,8,10-tetraoxo-1,3,8,10-tetrahydroanthradiisoquinoline-2,9-diyl ) bis ( 4,1-phenylene ) ) bis ( azanediyl ) ) bis ( 2-oxoethane-2,1-diyl ) ) bis ( 1- ( 4,5-dicyano-2-nitrobenzyl ) -1H-benzo imidazol-3-ium ) 2C ( 1.332 gram , 1 mmol ) , and1- ( 4,5-dicyano-2- ( nitrooxy ) benzyl ) -3- ( 4-sulfobutyl ) -1H-benzoimidazole-3-inum hydrogen sulfate 1D ( 3.251 gram , 6.2 mmol ) in 30 mL ethanol containing1,8-Diazabicyclo ( 5,4,0 ) Undec-7-ENE ( DBU ) ( 1.522 gram , 10 mmol ) and heated the solution with constant stirring at 65 celcius , for 24 h ( Scheme 1 ) .After the particular time , the reaction mixture was allowed to cool to room temperatureand the product was recovered by filtration .",celcius,phthalocyanine
1402,"Finally , the molar ratio of the selected active component to Cu ( 1:3–2:1 ) , the loading rate of the transition metals ( the ratio of the weight of the corresponding metal element ( s ) to that of the support , 0–11 wt % ) , and some key preparation conditions of the catalyst , including ultrasonic time ( 0–3 h ) , drying time ( 0–10 h ) , calcining temperature ( 300–600 celcius ) and calcining time ( 0–6 h ) , were optimized .",temperature,Cu
1403,"Finally , the molar ratio of the selected active component to Cu ( 1:3–2:1 ) , the loading rate of the transition metals ( the ratio of the weight of the corresponding metal element ( s ) to that of the support , 0–11 wt % ) , and some key preparation conditions of the catalyst , including ultrasonic time ( 0–3 h ) , drying time ( 0–10 h ) , calcining temperature ( 300–600 celcius ) and calcining time ( 0–6 h ) , were optimized .",weight,Cu
1404,"Finally , the molar ratio of the selected active component to Cu ( 1:3–2:1 ) , the loading rate of the transition metals ( the ratio of the weight of the corresponding metal element ( s ) to that of the support , 0–11 wt % ) , and some key preparation conditions of the catalyst , including ultrasonic time ( 0–3 h ) , drying time ( 0–10 h ) , calcining temperature ( 300–600 celcius ) and calcining time ( 0–6 h ) , were optimized .",molar ratio,Cu
1405,"Finally , the molar ratio of the selected active component to Cu ( 1:3–2:1 ) , the loading rate of the transition metals ( the ratio of the weight of the corresponding metal element ( s ) to that of the support , 0–11 wt % ) , and some key preparation conditions of the catalyst , including ultrasonic time ( 0–3 h ) , drying time ( 0–10 h ) , calcining temperature ( 300–600 celcius ) and calcining time ( 0–6 h ) , were optimized .",celcius,Cu
1406,"Brønsted acid strength and acid site density of the samples were determined by a WDDY-2008J microcomputer automatic potentiometric titration instrument ( Table 1 ) , and the procedure followed the reported method -Si ( Et ) Si HNSs-catalyzed esterification of acetic acid with benzyl alcohol in a simulated pyrolysis biofuel environment was performed at atmospheric pressure and 100 celcius employing 24 mg of catalyst , 10 mmol of acetic acid , 3.33 mmol of benzyl alcohol in 10 mL toluene .",pressure,Si
1407,"Brønsted acid strength and acid site density of the samples were determined by a WDDY-2008J microcomputer automatic potentiometric titration instrument ( Table 1 ) , and the procedure followed the reported method -Si ( Et ) Si HNSs-catalyzed esterification of acetic acid with benzyl alcohol in a simulated pyrolysis biofuel environment was performed at atmospheric pressure and 100 celcius employing 24 mg of catalyst , 10 mmol of acetic acid , 3.33 mmol of benzyl alcohol in 10 mL toluene .",atm,Si
