,sentence,process_name
13373,Raman spectra were recorded on a JobinYvon LabRAM HR800 micro-Raman spectrometer using a laser excitation of 532 nm at room temperature.,temperature
13374,Immobilization of sample was achieved by drop-casting 5 μL sample (5 mg sample and 20 μL Nafion solution were dispersed in 1 ml water-ethanol solution with volume ratio of 3:1) onto GC working electrodes.,volume
13375,"The electrochemical measurements were carried out in 0.5 M H2SO4 solution (pH = 0) saturated with high purity H2 at room temperature, thus ERHE (mV) = ESCE (mV) + 246 (mV).",temperature
13376,"The electrochemical measurements were carried out in 0.5 M H2SO4 solution (pH = 0) saturated with high purity H2 at room temperature, thus ERHE (mV) = ESCE (mV) + 246 (mV).",Molality
13377,Brown jars of 5.5L with a working volume of 4L were used as fermentation tanks.,volume
13378,The size (∼200 base pairs) and concentration of the PCR product was verified and quantified agarose gel electrophoresis.,concentration
13379,"Reconditioning PCR system contained: 10×PCR buffer, 0.25mmol/L dNTPs, primers 0.4μmol/L each, 2U Ex Taq polymerase (TaKaRa), PCR product 5μL, and distilled water was added to make a total volume of 50μL.",volume
13380,DNA concentration of purified PCR product was measured using DNA detection kit Quant-iT™ dsDNA BR Assay Kit.,concentration
13381,For all the investigated MCs the preparative procedure consists in the dissolution of 1 g of silica and 1 g of organic precursor in 15 mL of acetone or ethanol depending on the precursor solubility in the medium.,gram
13382,The pyrolysis temperature was optimized in order to find the better conditions for keeping high the doping content and the surface area.,temperature
13383,"750, 850, 950, and 1050 °C.",celcius
13384,"The electrochemical impedance spectra (EIS) were recorded using a Biologic Model SP300 potentiostat; the EIS curves were collected at RDE, setting the potential at E 1/2 of the investigated MC, in the O2 saturated 0.5 M H2SO4, in a frequency range from 100 kHz to 10 mHz with 10 points per decade.",Molality
13385,Thermogravimetric analysis (TGA) was carried out on 10 mg samples using a Q5000IR TGA instrument (TA Waters) at a heating rate of 10 °C/min from room temperature to 900 °C under N2.,temperature
13386,Thermogravimetric analysis (TGA) was carried out on 10 mg samples using a Q5000IR TGA instrument (TA Waters) at a heating rate of 10 °C/min from room temperature to 900 °C under N2.,celcius
13387,"X-ray photoemission spectroscopy (XPS) measurements were performed in an UHV chamber (base pressure <5 × 10−9 mbar), equipped with a double anode X-ray source (omicron DAR-400), a hemispherical electron analyzer (omicron EIS-125) at r.t., using non-monochromatized Mg-Kα radiation (hν = 1253.6 eV) and a pass energy of 50 eV and 20 eV for the survey and the single spectral windows, respectively.",pressure
13388,1H NMR and 13C NMR spectra were recorded on a Bruker spectrometer operating at 400 MHz at ambient temperature using DMSO‑d 6 and CDCl3 as solvent and TMS (δ = 0.00) for 1H calibration.,temperature
13389,"Yield 60.11% (1.025 g), B.P.",gram
13390,= 165–170 °C.,celcius
13391,"Thespectral data of the 1H NMR (400 MHz, DMSO‑d 6): δ 1.31 (t, 2H, J = 7.20 Hz), 1.63 (m, 2H,), 2.22 (t, 2H, J = 7.80 Hz), 4.02 (t, 2H, J = 7.04 Hz), 4.28 (t, 2H, J = 7.29 Hz), 6.96 (m, 2H), 7.40 (s, 2H), 8.00 (d, 2H, J = 6.99 Hz), 8.17 (d, 1H, J = 2.27 Hz).",molarity
13392,"sulfuric acid (0.686 g, 7 mmol)was added gradually with constant stirring (Scheme 1).",gram
13393,"Yield 71.77% (1.882 g), B. P. 198–206 °C.",gram
13394,"Yield 71.77% (1.882 g), B. P. 198–206 °C.",celcius
13395,"Thespectral data of the 1H NMR (400 MHz, DMSO‑d 6): δ 1.35 (m, 2H), 1.85 (br, 2H), 2.73 (s, 2H), 3.86 (s, 1H), 5.30 (s, 4H), 7.51 (s, 1H), 7.57 (m, 6H, Ar-H), 9.01 (s, 1H).",molarity
13396,"The reaction mixture was cooled to room temperature followed by addition of mixture of 30 mL,2 M HCl and DCM (1:1).",temperature
13397,"The reaction mixture was cooled to room temperature followed by addition of mixture of 30 mL,2 M HCl and DCM (1:1).",Molality
13398,Yield: 0.950 g(83.04%).,gram
13399,M. P. 184–189 °C.,celcius
13400,"Yield: 0.558 g, 76.96%.",gram
13401,M. P. 188–192 °C.,celcius
13402,Yield :1.152 g (86.48%) M. P. = 168–176 °C.,gram
13403,Yield :1.152 g (86.48%) M. P. = 168–176 °C.,celcius
13404,"2.3.6 Synthesis of Brønsted acid functionalized phthalocyanine on perylene diimide framework knotted with ionic liquid - (BAFPcPDIL) The required photocatalyst was achieved according to  by mixing appropriate quantity of 3,3′-((((1,3,8,10-tetraoxo-1,3,8,10-tetrahydroanthradiisoquinoline-2,9-diyl)bis (4,1-phenylene))bis(azanediyl))bis(2-oxoethane-2,1-diyl))bis(1-(4,5-dicyano-2-nitrobenzyl)-1H-benzo imidazol-3-ium) 2C(1.332 g, 1 mmol), and1-(4,5-dicyano-2-(nitrooxy) benzyl)-3-(4-sulfobutyl)-1H-benzoimidazole-3-inum hydrogen sulfate 1D(3.251 g, 6.2 mmol) in 30 mL ethanol containing1,8-Diazabicyclo (5,4,0) Undec-7-ENE (DBU) (1.522 g, 10 mmol) and heated the solution with constant stirring at 65 °C, for 24 h (Scheme 1).After the particular time, the reaction mixture was allowed to cool to room temperatureand the product was recovered by filtration.",gram
13405,"2.3.6 Synthesis of Brønsted acid functionalized phthalocyanine on perylene diimide framework knotted with ionic liquid - (BAFPcPDIL) The required photocatalyst was achieved according to  by mixing appropriate quantity of 3,3′-((((1,3,8,10-tetraoxo-1,3,8,10-tetrahydroanthradiisoquinoline-2,9-diyl)bis (4,1-phenylene))bis(azanediyl))bis(2-oxoethane-2,1-diyl))bis(1-(4,5-dicyano-2-nitrobenzyl)-1H-benzo imidazol-3-ium) 2C(1.332 g, 1 mmol), and1-(4,5-dicyano-2-(nitrooxy) benzyl)-3-(4-sulfobutyl)-1H-benzoimidazole-3-inum hydrogen sulfate 1D(3.251 g, 6.2 mmol) in 30 mL ethanol containing1,8-Diazabicyclo (5,4,0) Undec-7-ENE (DBU) (1.522 g, 10 mmol) and heated the solution with constant stirring at 65 °C, for 24 h (Scheme 1).After the particular time, the reaction mixture was allowed to cool to room temperatureand the product was recovered by filtration.",celcius
13406,"Yield:3.125 g (69.25%), M.P.",gram
13407,"Finally, the molar ratio of the selected active component to Cu (1:3–2:1), the loading rate of the transition metals (the ratio of the weight of the corresponding metal element(s) to that of the support, 0–11 wt%), and some key preparation conditions of the catalyst, including ultrasonic time (0–3 h), drying time (0–10 h), calcining temperature (300–600 °C) and calcining time (0–6 h), were optimized.",temperature
13408,"Finally, the molar ratio of the selected active component to Cu (1:3–2:1), the loading rate of the transition metals (the ratio of the weight of the corresponding metal element(s) to that of the support, 0–11 wt%), and some key preparation conditions of the catalyst, including ultrasonic time (0–3 h), drying time (0–10 h), calcining temperature (300–600 °C) and calcining time (0–6 h), were optimized.",weight
13409,"Finally, the molar ratio of the selected active component to Cu (1:3–2:1), the loading rate of the transition metals (the ratio of the weight of the corresponding metal element(s) to that of the support, 0–11 wt%), and some key preparation conditions of the catalyst, including ultrasonic time (0–3 h), drying time (0–10 h), calcining temperature (300–600 °C) and calcining time (0–6 h), were optimized.",celcius
13410,"In each flask, PVA solution (300 mL, initial PVA concentration = 20 mg/L, initial pH was adjusted with sulphuric acid and sodium hydroxide to 7) and certain amount of catalyst particles were introduced.",concentration
13411,"Visible spectrophotometry (DR2800, Hach, USA) was used to measure PVA concentration by boric acid and I2/KI-iodide colorimetric method (Finley, 1961).",concentration
13412,"Stirred ultrafiltration cell apparatus (Model 8200, Amicon, Millipore, USA) combined with TOC analyzer was used for the analysis of PVA molecular weight distribution, before and after treatment under the optimized conditions.",weight
13413,"Iodometric method was used to determine ozone concentration in gas and water (Grunwell et al., 1983; Rakness et al., 1996).",concentration
13414,"The nitrogen adsorption/desorption isotherms were attained at −196 °C by accelerated surface area and porosimetry instrument (ASAP 2420, Micromeritics, USA).",celcius
13415,Photo bioreactors were built using transparent borosilicate glass bottles with a total volume of 500 mL and a working volume of 400 mL.,volume
13416,Argon was utilized as carrier gas with 20 psi front and rear end pressure.,pressure
13417,Biomass growth was quantified measuring the total suspended solids (TSS) concentration via the optical density (OD) at 660 nm.,concentration
13418,"Ammonium heptamolybdate tetrahydrate (AHM), potassium carbonate, cobalt acetate tetrahydrate, and rhodium chloride hydrate were used as precursors for Mo, K, Co, and Rh, respectively.",kelvin
13419,The detailed description about the high pressure reaction set up used in this study was discussed in our previous papers .,pressure
13420,All electrochemical measurements were conducted at room temperature if not stated otherwise.,temperature
13421,"The reaction between GO suspension (100 mL, 0.05 wt %) and EDGE (0.65 g) was performed at 190 rpm for 6 h at 45 °C.",gram
13422,"The reaction between GO suspension (100 mL, 0.05 wt %) and EDGE (0.65 g) was performed at 190 rpm for 6 h at 45 °C.",celcius
13423,"Step 3: The product was dispersed in ethanol (100 mL) by ultrasonication (Autotune 500w, Shimadzu, Japan) for 30 min with a high-intensity sonicator to obtain a concentration of 0.05 wt% mGO ethanol dispersion suspension.",concentration
13424,"A differential pressure of 0.1 MPa was maintained throughout the measurements of the gas transmission rate.re we applied the RNEMD method to the Challenge systems, we validated the method and our codes by computing the viscosity of several test systems for which literature data are available.",pressure
13425,"The first step in predicting the viscosities of the five polyhydric alcohols was to compute their liquid densities at the four state points of interest ( T = 373 K; p = 0.1 , 25, 100 and 250 MPa).",kelvin
13426,"During the equilibration period, the maximum volume, translational, and rotational displacements were adjusted such that an acceptance ratio of 0.5 was achieved.",volume
13427,"During the equilibration period, the maximum volume, translational, and rotational displacements were adjusted such that an acceptance ratio of 0.5 was achieved.",volume
13428,"As the effect of changing temperature or changing pressure is mostly on the change of density of the system, we can apply the method to scale the viscosity at different pressures to one pressure, here scaling data at 0.1, 25 and 250 onto 100 MPa (Fig.",temperature
13429,"As the effect of changing temperature or changing pressure is mostly on the change of density of the system, we can apply the method to scale the viscosity at different pressures to one pressure, here scaling data at 0.1, 25 and 250 onto 100 MPa (Fig.",pressure
13430,"Brønsted acid strength and acid site density of the samples were determined by a WDDY-2008J microcomputer automatic potentiometric titration instrument (Table 1), and the procedure followed the reported method -Si(Et)Si HNSs-catalyzed esterification of acetic acid with benzyl alcohol in a simulated pyrolysis biofuel environment was performed at atmospheric pressure and 100 °C employing 24 mg of catalyst, 10 mmol of acetic acid, 3.33 mmol of benzyl alcohol in 10 mL toluene.",pressure
13431,"Brønsted acid strength and acid site density of the samples were determined by a WDDY-2008J microcomputer automatic potentiometric titration instrument (Table 1), and the procedure followed the reported method -Si(Et)Si HNSs-catalyzed esterification of acetic acid with benzyl alcohol in a simulated pyrolysis biofuel environment was performed at atmospheric pressure and 100 °C employing 24 mg of catalyst, 10 mmol of acetic acid, 3.33 mmol of benzyl alcohol in 10 mL toluene.",celcius
13432,"Subsequently, 2 g of Ti3AlC2 powder was slowly poured into the homogeneous acid solution under stirring, and the system temperature was maintained at 50 °C.",temperature
13433,"Subsequently, 2 g of Ti3AlC2 powder was slowly poured into the homogeneous acid solution under stirring, and the system temperature was maintained at 50 °C.",gram
13434,"Subsequently, 2 g of Ti3AlC2 powder was slowly poured into the homogeneous acid solution under stirring, and the system temperature was maintained at 50 °C.",celcius
13435,The series Ti3C2Tx@PVA foams with different mass (size of 2 × 2 × 0.4 cm) were immersed into the melting PEG to complete infiltration PEG under vacuum condition for 2 h. The infiltrated composites were then transferred out from the molten PEG and placed it at room temperature to solidify it directly.,temperature
13436,"The crystalline behavior of samples was investigated by X-ray diffraction (XRD, Malvern Panalytical Aries, Netherlands) at room temperature with Cu Kα radiation at 15 kV and 40 mA.",temperature
13437,"The thermal properties of composite PCMs such as phase change enthalpy ΔH, phase change temperature and specific heat c p were measured through the differential scanning calorimeter (DSC, METTLER TOLEDO DSC3, Switzerland).",temperature
13438,"Using an optical power meter (Linshang LS122, China) to verify the light irradiation power, and the temperature of each sample was recorded by a temperature recorder (MAGNITY MAG12-111703, China) during the test.",temperature
13439,"(1) and (2): (1) E n z y m a t i c h y d r o l y s i s e f f i c i e n c y o f c e l l u l o s e ( % ) = c g l u c o s e × 0.9 c s u b s t r a t e × c e l l u l o s e c o n t e n t i n s u b s t r a t e × 100 (2) E n z y m a t i c h y d r o l y s i s e f f i c i e n c y o f x y l a n ( % ) = c x y l o s e × 0.88 c s u b s t r a t e × x y l a n c o n t e n t i n s u b s t r a t e × 100 Where c substrate was the substrate loading, g/L, c xylose and c glucose were the xylose and glucose content in hydrolysate, g/L.",molarity
13440,"(1) and (2): (1) E n z y m a t i c h y d r o l y s i s e f f i c i e n c y o f c e l l u l o s e ( % ) = c g l u c o s e × 0.9 c s u b s t r a t e × c e l l u l o s e c o n t e n t i n s u b s t r a t e × 100 (2) E n z y m a t i c h y d r o l y s i s e f f i c i e n c y o f x y l a n ( % ) = c x y l o s e × 0.88 c s u b s t r a t e × x y l a n c o n t e n t i n s u b s t r a t e × 100 Where c substrate was the substrate loading, g/L, c xylose and c glucose were the xylose and glucose content in hydrolysate, g/L.",gram
13441,Then these circular chips were soaked into a 0.1 M HCl solution at room temperature for another 20 min ultrasonic treatment to remove the surface nickel oxide of Ni-foam struts and washed thoroughly by using deionized water.,temperature
13442,Then these circular chips were soaked into a 0.1 M HCl solution at room temperature for another 20 min ultrasonic treatment to remove the surface nickel oxide of Ni-foam struts and washed thoroughly by using deionized water.,Molality
13443,"The K FeNi 3 and KNi are the relative mass calibration factor of FeNi3 and Ni ( K FeNi 3 : 7.52, JCPDS No.",kelvin
13444,The H2-TPR analyses were carried out in a 10 vol% H2/N2 flow of 20 mL min-1 from room temperature to 600 °C at a heating rate of 10 °C min-1.,temperature
13445,The H2-TPR analyses were carried out in a 10 vol% H2/N2 flow of 20 mL min-1 from room temperature to 600 °C at a heating rate of 10 °C min-1.,celcius
13446,"All XRD spectra were acquired at room temperature in a 2θ range from 4 to 95°, applying a step size of 0.0263° and a counting time of 77.5s.",temperature
13447,"Reactions under controlled pressure of gas were performed using a non-metallic Büchi Miniclave® (50mL internal volume) equipped with a pressure controller and an orbital stirrer set at 150rpm rate, or a stainless steel autoclave (25mL internal volume) constructed at Istituto di Chimica dei Composti OrganoMetallici-CNR (Firenze, Italy) and equipped with a magnetic stirrer, a Teflon ® inset and a pressure controller.",pressure
13448,"Reactions under controlled pressure of gas were performed using a non-metallic Büchi Miniclave® (50mL internal volume) equipped with a pressure controller and an orbital stirrer set at 150rpm rate, or a stainless steel autoclave (25mL internal volume) constructed at Istituto di Chimica dei Composti OrganoMetallici-CNR (Firenze, Italy) and equipped with a magnetic stirrer, a Teflon ® inset and a pressure controller.",volume
13449,"The column was heated with a temperature accuracy of±0.1°C by a home-made oven comprising a Kapton® flexible heating element, a brass and a Teflon holder and a temperature controller.",temperature
13450,The open-air system was heated at the desired temperature using an oil bath.,temperature
13451,The autoclave was finally charged with the desired pressure of air and stirred at 150rpm using an orbital stirrer.,pressure
13452,"The resulting blackish/green mixture solution was transferred to a 50 mL stainless steel autoclave maintained at 180 °C for 12 h. After cooling down to room temperature, the precipitate was separated and collected, washed with ethanol, dried at 60 °C in a vacuum oven and stored.",temperature
13453,"The resulting blackish/green mixture solution was transferred to a 50 mL stainless steel autoclave maintained at 180 °C for 12 h. After cooling down to room temperature, the precipitate was separated and collected, washed with ethanol, dried at 60 °C in a vacuum oven and stored.",celcius
13454,"In this study, 20 mL of fresh Py-oil and 0.5 g of Ni3Fe catalyst were added into a stainless steel autoclave and maintained at 250 °C for 120 min in 10 bar H2 pressure.",pressure
13455,"In this study, 20 mL of fresh Py-oil and 0.5 g of Ni3Fe catalyst were added into a stainless steel autoclave and maintained at 250 °C for 120 min in 10 bar H2 pressure.",gram
13456,"In this study, 20 mL of fresh Py-oil and 0.5 g of Ni3Fe catalyst were added into a stainless steel autoclave and maintained at 250 °C for 120 min in 10 bar H2 pressure.",celcius
13457,Nitrogen and hydrogen adsorption isotherms with a purity of 99.99% were measured by volumetric method at 77K up to atmospheric pressure (р ∼1×10−3–760Tоrr) on Sorptomatic 1990.,pressure
13458,The values of the micropore volume were refined with the comparative t-plot method for porous materials which contain micro- and mesopores in the one structure.,volume
13459,The temperature was measured with a thermocouple and controlled automatically (Brooks Instrument).,temperature
13460,"When the desired temperature was reached, stirring was applied and the reactant solution from the pre-reactor was fed into the reactor.",temperature
13461,"After this process, the particles produced were washed and thermally crosslinked at 313 K for 24 h and then 373 K for 24 h. 2.3.1 pH bioadsorption The metallic speciation of ytterbium and calcium with the same concentration of 0.001 mol/L was simulated with the help of the Visual MINTEQ® 3.0 software.",concentration
13462,"After this process, the particles produced were washed and thermally crosslinked at 313 K for 24 h and then 373 K for 24 h. 2.3.1 pH bioadsorption The metallic speciation of ytterbium and calcium with the same concentration of 0.001 mol/L was simulated with the help of the Visual MINTEQ® 3.0 software.",kelvin
13463,"(1) q e = ( C 0 − C e ) · V W 2.3.2 Bioadsorption kinetics The kinetic experiments were carried out under constant magnetic stirring at 21 rad/s, ∼298 K, and particles dose of 10.0 g/L.",kelvin
13464,"To construct the concentration profile of Ca2+ light metal present in SAPVA particles prior to the bioadsortive process and the ytterbium rare-earth metal, aliquots were taken at pre-set times (0–870 min).",concentration
13465,"(2) q D = C D · V D W (3) r e c o v e r y e f f i c i e n c y = q D q e · 100 For the eluent with the best performance, the effect of eluent concentration was investigated in the efficiency of ytterbium ion release from SAPVA particles.",concentration
13466,: 169 °C.,celcius
13467,"1H NMR (500 MHz, DMSO‑d 6): δ, ppm 11.54 (s, 2H), 8.58 (d, J = 4.5 Hz, 1H), 8.41–8.32 (m, 1H), 8.07–7.98 (m, 1H), 7.81 (td, J = 7.7, 1.7 Hz, 1H), 7.43 (d, J = 7.8 Hz, 1H), 7.33 (dd, J = 7.1, 5.2 Hz, 1H), 7.24 (dd, J = 4.7, 4.1 Hz, 1H), 4.94 (d, J = 4.8 Hz, 2H).",molarity
13468,"FT-IR (KBr, cm−1): 3143 (m; ν(amide N−H)), 3104 (m; ν(thiourea N−H)), 1657 (s; ν(CO)), 1280 (s; ν(CS)).",molarity
13469,: 175 °C.,celcius
13470,"1H NMR (500 MHz, DMSO‑d 6): δ, ppm 11.44 (t, J = 4.6 Hz, 1H), 11.18 (s, 1H), 8.57 (d, J = 4.4 Hz, 1H), 8.05 (d, J = 1.0 Hz, 1H), 7.84–7.79 (m, 2H), 7.42 (d, J = 7.8 Hz, 1H), 7.33 (dd, J = 7.0, 5.2 Hz, 1H), 6.75 (dd, J = 3.6, 1.7 Hz, 1H), 4.94 (d, J = 4.9 Hz, 2H).",molarity
13471,"FT-IR (KBr, cm−1): 3306 (m; ν(amide N−H)), 3222 (m; ν(thiourea N−H)), 1670 (s; ν(CO)), 1271 (s; ν(CS)).",molarity
13472,: 147 °C.,celcius
13473,"1H NMR (500 MHz, CDCl3): δ, ppm 11.67 (s, 1H), 9.14 (s, 1H), 8.66 (d, J = 4.5 Hz, 1H), 7.94–7.85 (m, 2H), 7.70 (td, J = 7.7, 1.7 Hz, 1H), 7.63 (t, J = 7.4 Hz, 1H), 7.52 (t, J = 7.8 Hz, 2H), 7.34 (d, J = 7.8 Hz, 1H), 7.29–7.21 (m, 1H), 5.03 (d, J = 4.6 Hz, 2H).",molarity
13474,: 182 °C.,celcius
13475,: 186 °C.,celcius
13476,"1H NMR (500 MHz, CDCl3): δ, ppm 11.49 (s, 1H), 8.84 (s, 1H), 8.65–8.59 (m, 1H), 7.68 (td, J = 7.7, 1.7 Hz, 1H), 7.30 (d, J = 7.8 Hz, 1H), 7.22 (dd, J = 7.0, 5.4 Hz, 1H), 4.96 (d, J = 4.6 Hz, 2H), 2.23 (tt, J = 11.7, 3.5 Hz, 1H), 1.92 (dd, J = 13.7, 1.6 Hz, 2H), 1.86–1.80 (m, 2H), 1.72–1.67 (m, 1H), 1.49 (qd, J = 12.4, 2.9 Hz, 2H), 1.35–1.27 (m, 2H), 1.24–1.17 (m, 1H).",molarity
13477,: 220 °C.,celcius
13478,"1H NMR (500 MHz, CDCl3): δ, ppm 11.94 (s, 1H), 11.00 (s, 1H), 8.65 (d, J = 4.6 Hz, 1H), 8.50–8.46 (m, 1H), 7.72 (td, J = 7.7, 1.6 Hz, 1H), 7.60 (dd, J = 4.9, 0.6 Hz, 1H), 7.32 (d, J = 7.8 Hz, 1H), 7.26 (dd, J = 9.6, 4.5 Hz, 1H), 7.12 (dd, J = 4.7, 4.2 Hz, 1H), 5.48 (d, J = 5.9 Hz, 2H), 5.31 (d, J = 5.9 Hz, 2H), 5.01 (d, J = 4.6 Hz, 2H), 3.09–2.98 (m, 1H), 2.30 (s, 3H), 1.34 (d, J = 6.9 Hz, 6H).",molarity
13479,"FT-IR (KBr, cm−1): 3228 (m; ν(amide N−H)), 3219 (m; ν(thiourea N−H)), 1688 (s; ν(CO)), 1271 (s; ν(CS)).",molarity
13480,: 210 °C.,celcius
13481,"1H NMR (500 MHz, CDCl3): δ, ppm 11.91 (s, 1H), 10.90 (s, 1H), 8.63 (d, J = 4.5 Hz, 1H), 7.93 (d, J = 3.6 Hz, 1H), 7.72 (td, J = 7.7, 1.1 Hz, 1H), 7.62 (s, 1H), 7.31 (d, J = 7.8 Hz, 1H), 7.28–7.25 (m, 2H), 6.51 (dd, J = 3.4, 1.3 Hz, 1H), 5.48 (d, J = 5.8 Hz, 2H), 5.30 (d, J = 5.8 Hz, 2H), 5.01 (d, J = 4.5 Hz, 2H), 3.08–2.98 (m, 1H), 2.30 (s, 3H), 1.34 (d, J = 6.9 Hz, 6H).",molarity
13482,"FT-IR (KBr, cm−1): 3148 (m; ν(amide N−H)), 3128 (m; ν(thiourea N−H)), 1684 (s; ν(CO)), 1253 (s; ν(CS)).",molarity
13483,: 178 °C.,celcius
13484,"1H NMR (500 MHz, CDCl3): δ, ppm 12.23 (s, 1H), 11.23 (s, 1H), 8.67 (d, J = 4.4 Hz, 1H), 8.27 (d, J = 7.6 Hz, 2H), 7.78–7.73 (m, 1H), 7.53 (t, J = 7.3 Hz, 1H), 7.46 (t, J = 7.7 Hz, 2H), 7.35 (d, J = 7.8 Hz, 1H), 7.32–7.27 (m, 1H), 5.47 (d, J = 5.9 Hz, 2H), 5.30 (d, J = 5.9 Hz, 2H), 5.05 (d, J = 4.5 Hz, 2H), 3.08–2.98 (m, 1H), 2.28 (s, 3H), 1.33 (d, J = 6.9 Hz, 6H).",molarity
13485,"FT-IR (KBr, cm−1): 3250 (m; ν(amide N−H)), 3231 (m; ν(thiourea N−H)), 1681 (s; ν(CO)), 1192 (s; ν(CS)).",molarity
13486,: 185 °C.,celcius
13487,"1H NMR (500 MHz, CDCl3): δ, ppm 11.85 (s, 1H), 11.47 (s, 1H), 8.65 (d, J = 4.5 Hz, 1H), 8.08 (d, J = 8.4 Hz, 1H), 7.75 (t, J = 7.6 Hz, 1H), 7.40 (d, J = 1.2 Hz, 1H), 7.34 (d, J = 8.2 Hz, 2H), 7.29 (d, J = 6.4 Hz, 1H), 5.43 (d, J = 5.8 Hz, 2H), 5.26 (d, J = 5.8 Hz, 2H), 5.03 (d, J = 4.4 Hz, 2H), 2.99 (m, 1H), 2.25 (s, 3H), 1.32 (d, J = 6.9 Hz, 6H).",molarity
13488,"FT-IR (KBr, cm−1): 3141 (m; ν(amide N−H)), 3049 (m; ν(thiourea N−H)), 1686 (s; ν(CO)), 1246 (s; ν(CS)).",molarity
13489,: 190 °C.,celcius
13490,"1H NMR (500 MHz, CDCl3): δ, ppm 11.70 (s, 1H), 10.80 (s, 1H), 8.62 (d, J = 4.4 Hz, 1H), 7.71 (t, J = 7.5 Hz, 1H), 7.29 (d, J = 7.9 Hz, 1H), 7.24 (d, J = 7.1 Hz, 1H), 5.44 (d, J = 5.8 Hz, 2H), 5.28 (d, J = 5.8 Hz, 2H), 4.93 (d, J = 4.5 Hz, 2H), 3.02 (dt, J = 13.8, 6.9 Hz, 1H), 2.39 (dt, J = 11.5, 3.3 Hz, 1H), 2.29 (s, 3H), 1.99–1.94 (m, 2H), 1.72 (dd, J = 9.9, 2.8 Hz, 4H), 1.62 (d, J = 12.8 Hz, 2H), 1.33 (d, J = 6.9 Hz, 6H), 1.28–1.23 (m, 2H).",molarity
13491,"FT-IR (KBr, cm−1): 3197 (m; ν(amide N−H)), 3134 (m; ν(thiourea N−H)), 1700 (s; ν(CO)), 1191 (s; ν(CS)).",molarity
13492,"The OCNT was then treated in flowing NH3 (10vol% in He) at 673K for 6h with a flow rate of 25.50cm3 min−1, to give the nitrogen-functionalized CNT (NCNT) with about 5.9% of nitrogen concentration .",concentration
13493,The desired 70°C temperature of the reaction vessel was maintained by placing the reaction vessel in a water-cooled bath.,temperature
13494,The batch evaluation of HAS reaction was conducted in a 300mL Parr stirred pressure vessel fitted with a Parr process controller.,pressure
13495,The above specified concentrations of Tergitol NP-8 surfactant were selected to ensure that the values were above the critical micellar concentration (CMC) in water (0.088–0.1mM).,concentration
13496,"Since the surfactant concentrations used was well above the CMC at the pressure, the formation of sc-CO-in-PEG microemulsions is expected.",pressure
13497,"For the CH4, CO2, and CO analysis, a He carrier was used (20cc/min) using the following settings: column temperature, 60°C; injector temperature, 60°C; detector temperature, 90°C; detector current, 150mV.",temperature
13498,"The second GowMac 580 was set up for H2 analysis (sample size 250μL) using a molecular sieve 5A 80/100, 8′×1/4″) packed column with flowing N2 carrier gas (18cc/min) using the following settings: column temperature, 40°C; detector temperature, 60°C; detector current, 150mV.",temperature
13499,"The GC was first set up as follows: injector temperature, 200°C; detector temperature, 250°C and He as carrier gas (8cc/min).",temperature
13500,"Characterization of all catalysts was done and included: thermogravimetry analysis (TGA), scanning electron microscope (SEM), X-ray diffraction (XRD), energy dispersive X-ray spectroscopy (EDXS), temperature programmed desorption (TPD) and temperature programmed reduction (TPR), surface area and pore volume using Brunauer–Emmett–Teller (BET) method.",temperature
13501,"Characterization of all catalysts was done and included: thermogravimetry analysis (TGA), scanning electron microscope (SEM), X-ray diffraction (XRD), energy dispersive X-ray spectroscopy (EDXS), temperature programmed desorption (TPD) and temperature programmed reduction (TPR), surface area and pore volume using Brunauer–Emmett–Teller (BET) method.",volume
13502,A hydrogen gas cylinder was used along with a constant pressure regulator for supply of H2.,pressure
13503,The hydrogen pressure was maintained throughout.,pressure
13504,"After cooling it to room temperature, the catalyst was filtered.",temperature
13505,"The addition of solution (I) occurred within 20 min and then the reaction was maintained at 95 °C and continued stirring under N2 gas for 2 h. The obtained solution was cooled down to room temperature, and a magnet was used to collect the synthesized nanoparticles.",temperature
13506,"The addition of solution (I) occurred within 20 min and then the reaction was maintained at 95 °C and continued stirring under N2 gas for 2 h. The obtained solution was cooled down to room temperature, and a magnet was used to collect the synthesized nanoparticles.",celcius
13507,"Compositional analysis was performed by adopting X-ray photoelectron spectroscopy (XPS) analysis was accomplished in a UHV chamber (pressure 10−7 Pa) facilitated with an XPS system (hemispherical electron energy analyzer OMICRON EA125, Germany).",pressure
13508,"Hence, 500 mL 0.01 M NaCl solution was divided into eight similar Erlenmeyer flasks; afterward, NaOH (0.1 M) and HCl (0.1 M) solutions were used to adjust the pHs of the solutions.",Molality
13509,"A shaker (Julabo SW22, Germany) was set at 150 rpm to shake the suspensions at 25 °C for 48 h. Photocatalytic experiments were performed in a Pyrex jacked cylindrical reactor surrounded by four Philips TLD 15 W tubular lamps placed in the four axes with emission from 300 to 420 nm (with a maximum at 365 nm).",celcius
13510,"In detail, Ni foam was cleaned with 3 M HCl for several times.",Molality
13511,"For testing conditions in 1.0 M KOH, the samples were used as a working electrode.",Molality
13512,The batch reactor used for the acetone condensation experiments was a high-pressure 50-ml vessel equipped with a 900-W electric heater and a micro-Robinson catalyst basket (Autoclave Engineers Inc.) with a 50-mesh opening and 8.4-ml nominal internal volume.,volume
13513,The reactor headspace pressure was monitored with an analog pressure gauge and a pressure transducer with a digital indicator.,pressure
