Title,Pub_name,DOI,Link
RuCo and IrFe Bimetallic Carbonyl Cluster-Derived Catalysts for Selectivity Controlling in CO Hydrogenation Towards C<ce:inf loc=post>1</ce:inf>-C<ce:inf loc=post>3</ce:inf> Alcohols,Studies in Surface Science and Catalysis,10.1016/S0167-2991(08)60094-4,https://api.elsevier.com/content/article/doi/10.1016/S0167-2991(08)60094-4?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Substituted heterocycles as new candidates for liquid organic hydrogen carriers: <ce:italic>In silico</ce:italic> design from DFT calculations,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2021.02.201,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2021.02.201?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Syngas production for Fischer-Tropsch process <ce:italic>via</ce:italic> co-electrolytic processes of CO<ce:inf loc=post>2</ce:inf> reduction and NH<ce:inf loc=post>3</ce:inf> oxidation,Chemical Engineering Journal,10.1016/j.cej.2021.132563,https://api.elsevier.com/content/article/doi/10.1016/j.cej.2021.132563?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Hydrogen production by fermentative consortia,Renewable and Sustainable Energy Reviews,10.1016/j.rser.2008.03.003,https://api.elsevier.com/content/article/doi/10.1016/j.rser.2008.03.003?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
The negative effects of alcohols on carbon nanotube synthesis in a nebulised spray pyrolysis process,Carbon,10.1016/j.carbon.2009.03.031,https://api.elsevier.com/content/article/doi/10.1016/j.carbon.2009.03.031?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Role of hydrogen bond capacity of solvents in reactions of amines with CO<ce:inf loc=post>2</ce:inf>: A computational study,Journal of Environmental Sciences,10.1016/j.jes.2020.01.019,https://api.elsevier.com/content/article/doi/10.1016/j.jes.2020.01.019?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Subcritical and supercritical water gasification of lignocellulosic biomass impregnated with nickel nanocatalyst for hydrogen production,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2015.10.060,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2015.10.060?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Constructing crosslinked lithium polyacrylate/polyvinyl alcohol complex binder for high performance sulfur cathode in lithium-sulfur batteries,Colloids and Surfaces A: Physicochemical and Engineering Aspects,10.1016/j.colsurfa.2020.125870,https://api.elsevier.com/content/article/doi/10.1016/j.colsurfa.2020.125870?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Fabrication, physical characterizations and <ce:italic>in vitro</ce:italic> antibacterial activity of cefadroxil-loaded chitosan/poly(vinyl alcohol) nanofibers against <ce:italic>Staphylococcus aureus</ce:italic> clinical isolates",International Journal of Biological Macromolecules,10.1016/j.ijbiomac.2019.09.169,https://api.elsevier.com/content/article/doi/10.1016/j.ijbiomac.2019.09.169?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Optimizing yttria-zirconia proportions in Ni supported catalyst system for H<ce:inf loc=post>2</ce:inf> production through dry reforming of methane,Molecular Catalysis,10.1016/j.mcat.2021.111676,https://api.elsevier.com/content/article/doi/10.1016/j.mcat.2021.111676?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Materials for separation membranes in hydrogen and oxygen production and future power generation,Science and Technology of Advanced Materials,10.1016/j.stam.2006.11.005,https://api.elsevier.com/content/article/doi/10.1016/j.stam.2006.11.005?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Hydrogen production by glycerol steam reforming over SBA-15-supported nickel catalysts: Effect of alkaline earth promoters on activity and stability,Catalysis Today,10.1016/j.cattod.2013.11.006,https://api.elsevier.com/content/article/doi/10.1016/j.cattod.2013.11.006?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Water governs the mechanical properties of poly(vinyl alcohol),Polymer,10.1016/j.polymer.2020.123330,https://api.elsevier.com/content/article/doi/10.1016/j.polymer.2020.123330?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Facile use of lignite as robust organic ligands to construct Zr-based catalysts for the conversion of biomass derived carbonyl platforms into alcohols,Fuel,10.1016/j.fuel.2018.11.129,https://api.elsevier.com/content/article/doi/10.1016/j.fuel.2018.11.129?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Pyrolysis of agricultural waste biomass towards production of gas fuel and high-quality char: Experimental and numerical investigations,Fuel,10.1016/j.fuel.2021.120611,https://api.elsevier.com/content/article/doi/10.1016/j.fuel.2021.120611?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Novel biosynthesis of silver nanoparticles for catalytic oxidation of Alcohols containing aromatic ring,Materials Today: Proceedings,10.1016/j.matpr.2019.04.117,https://api.elsevier.com/content/article/doi/10.1016/j.matpr.2019.04.117?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"A novel, green and safe ultrasound-assisted emulsification liquid phase microextraction based on alcohol-based deep eutectic solvent for determination of patulin in fruit juices by spectrophotometry",Journal of Food Composition and Analysis,10.1016/j.jfca.2019.103256,https://api.elsevier.com/content/article/doi/10.1016/j.jfca.2019.103256?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Partial hydrogenation of a C18:3-rich FAME mixture over Pd/C,Renewable Energy,10.1016/j.renene.2020.04.122,https://api.elsevier.com/content/article/doi/10.1016/j.renene.2020.04.122?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Co-Ni based hybrid transition metal oxide nanostructures for cost-effective bi-functional electrocatalytic oxygen and hydrogen evolution reactions,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2019.10.104,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2019.10.104?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Electro-fermentation enhances H<ce:inf loc=post>2</ce:inf> and ethanol co-production by regulating electron transfer and substrate transmembrane transport,Chemical Engineering Journal,10.1016/j.cej.2021.132223,https://api.elsevier.com/content/article/doi/10.1016/j.cej.2021.132223?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Carbon nanotubes covalent combined with graphitic carbon nitride for photocatalytic hydrogen peroxide production under visible light,Applied Catalysis B: Environmental,10.1016/j.apcatb.2017.11.005,https://api.elsevier.com/content/article/doi/10.1016/j.apcatb.2017.11.005?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Catalytic upgrading of <ce:italic>Jatropha</ce:italic> oil biodiesel by partial hydrogenation using Raney-Ni as catalyst under microwave heating,Energy Conversion and Management,10.1016/j.enconman.2018.02.060,https://api.elsevier.com/content/article/doi/10.1016/j.enconman.2018.02.060?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Graphene-based synthetic fabric cathodes with specific active oxygen functional groups for efficient hydrogen peroxide generation and homogeneous electro-Fenton processes,Carbon,10.1016/j.carbon.2021.10.063,https://api.elsevier.com/content/article/doi/10.1016/j.carbon.2021.10.063?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Copper-catalyzed methyl esterification of aromatic aldehydes and benzoic alcohols by TBHP as both oxidant and methyl source,Tetrahedron Letters,10.1016/j.tetlet.2013.11.040,https://api.elsevier.com/content/article/doi/10.1016/j.tetlet.2013.11.040?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Improvement in the Predicted Partitioning of Alcohol and Polyethylene Oxide Groups Between Water and Octanol (logP) in Molecular Dynamics Simulations,Journal of Pharmaceutical Sciences,10.1016/j.xphs.2018.11.016,https://api.elsevier.com/content/article/doi/10.1016/j.xphs.2018.11.016?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Understanding the relationship between rheological characteristics of pulsed electric fields treated chitosan-zein-poly(vinyl alcohol)-polyethylene glycol composite dispersions and the structure-function of their resulting thin-films,Food Hydrocolloids,10.1016/j.foodhyd.2020.106452,https://api.elsevier.com/content/article/doi/10.1016/j.foodhyd.2020.106452?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Fabrication of efficient CdS nanoflowers-decorated TiO<ce:inf loc=post>2</ce:inf> nanotubes array heterojunction photoanode by a novel synthetic approach for solar hydrogen production,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2016.08.205,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2016.08.205?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Study on co-combustion of diesel fuel with oxygenated alcohols in a compression ignition dual-fuel engine,Fuel,10.1016/j.fuel.2018.02.098,https://api.elsevier.com/content/article/doi/10.1016/j.fuel.2018.02.098?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Greenhouse gas mitigation and hydrogen generation via enhanced ethylene glycol dry reforming on La-promoted Co/Al<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>3</ce:inf> catalyst,Process Safety and Environmental Protection,10.1016/j.psep.2021.04.019,https://api.elsevier.com/content/article/doi/10.1016/j.psep.2021.04.019?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Mesophilic fermentative hydrogen production from sago starch-processing wastewater using enriched mixed cultures,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2012.04.027,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2012.04.027?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Photosynthesis driven conversion of carbon dioxide to fatty alcohols and hydrocarbons in cyanobacteria,Metabolic Engineering,10.1016/j.ymben.2011.01.001,https://api.elsevier.com/content/article/doi/10.1016/j.ymben.2011.01.001?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Bimetallic CoCu catalyst derived from in-situ grown Cu-ZIF-67 encapsulated inside KIT-6 for higher alcohol synthesis from syngas,Fuel,10.1016/j.fuel.2020.118292,https://api.elsevier.com/content/article/doi/10.1016/j.fuel.2020.118292?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Thermodynamic limitations of synthetic fuel production using carbon dioxide: A cleaner methanol-to-gasoline process,Journal of Cleaner Production,10.1016/j.jclepro.2020.122790,https://api.elsevier.com/content/article/doi/10.1016/j.jclepro.2020.122790?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Hydrogen peroxide production using chemically treated <ce:italic>Pichia pastoris</ce:italic> cells,Enzyme and Microbial Technology,10.1016/0141-0229(94)90103-1,https://api.elsevier.com/content/article/doi/10.1016/0141-0229(94)90103-1?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Selective ligand modification of cobalt porphyrins for carbon dioxide electrolysis: Generation of a renewable H<ce:inf loc=post>2</ce:inf>/CO feedstock for downstream catalytic hydrogenation,Inorganica Chimica Acta,10.1016/j.ica.2020.119594,https://api.elsevier.com/content/article/doi/10.1016/j.ica.2020.119594?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Transport properties of Ca-doped Ln<ce:inf loc=post>2</ce:inf>NiO<ce:inf loc=post>4</ce:inf> for intermediate temperature solid oxide fuel cells cathodes and catalytic membranes for hydrogen production,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2018.03.039,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2018.03.039?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Catalytic hydrodehalogenation of halogenated disinfection byproducts for clean drinking water production: A review,Journal of Water Process Engineering,10.1016/j.jwpe.2021.102402,https://api.elsevier.com/content/article/doi/10.1016/j.jwpe.2021.102402?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Hydrogen production from steam reforming of acetic acid over Cu–Zn supported calcium aluminate,Bioresource Technology,10.1016/j.biortech.2012.07.019,https://api.elsevier.com/content/article/doi/10.1016/j.biortech.2012.07.019?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Synergy between dodecylbenzenesulfonic acid and isomeric alcohol polyoxyethylene ether for nano-scale scratch reduction in copper chemical mechanical polishing,Tribology International,10.1016/j.triboint.2020.106576,https://api.elsevier.com/content/article/doi/10.1016/j.triboint.2020.106576?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Integrated analysis of a membrane-based process for hydrogen production from ethanol steam reforming,Catalysis Today,10.1016/j.cattod.2010.02.029,https://api.elsevier.com/content/article/doi/10.1016/j.cattod.2010.02.029?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Using a pulsed electric current to reduce the susceptibility of high-strength steel to the stress corrosion cracking caused by hydrogen,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2020.01.055,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2020.01.055?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
A novel BN supported bi-metal catalyst for selective hydrogenation of crotonaldehyde,Applied Catalysis A: General,10.1016/j.apcata.2005.04.044,https://api.elsevier.com/content/article/doi/10.1016/j.apcata.2005.04.044?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Chain end-termination of <ce:italic>p</ce:italic>-polybenzimidazole by bulk segment for efficient electrochemical power generation and hydrogen separation,Journal of Industrial and Engineering Chemistry,10.1016/j.jiec.2020.07.022,https://api.elsevier.com/content/article/doi/10.1016/j.jiec.2020.07.022?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Metathesis reaction from <ce:italic>bio</ce:italic>-based resources: Synthesis of diols and macrodiols using fatty alcohols, <ce:italic>β</ce:italic>-citronellol and natural rubber",Polymer Degradation and Stability,10.1016/j.polymdegradstab.2019.05.021,https://api.elsevier.com/content/article/doi/10.1016/j.polymdegradstab.2019.05.021?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Characterization and activity test of commercial Ni/Al<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>3</ce:inf>, Cu/ZnO/Al<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>3</ce:inf> and prepared Ni–Cu/Al<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>3</ce:inf> catalysts for hydrogen production from methane and methanol fuels",International Journal of Hydrogen Energy,10.1016/j.ijhydene.2012.07.026,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2012.07.026?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Highly stable defective TiO<ce:inf loc=post>2-x</ce:inf> with tuned exposed facets induced by fluorine: Impact of surface and bulk properties on selective UV/visible alcohol photo-oxidation,Applied Surface Science,10.1016/j.apsusc.2020.145419,https://api.elsevier.com/content/article/doi/10.1016/j.apsusc.2020.145419?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Enhanced photocatalytic hydrogen evolution using a novel in situ heterojunction yttrium-doped Bi<ce:inf loc=post>4</ce:inf>NbO<ce:inf loc=post>8</ce:inf>Cl@Nb<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>5</ce:inf>,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2018.05.129,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2018.05.129?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Influence of sulfuric acid concentration on biohydrogen production from rice mill wastewater using pure and coculture of <ce:italic>Enterobacter aerogenes</ce:italic> and <ce:italic>Citrobacter freundii</ce:italic>,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2018.03.198,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2018.03.198?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Influence of sulfuric acid concentration on biohydrogen production from rice mill wastewater using pure and coculture of <ce:italic>Enterobacter aerogenes</ce:italic> and <ce:italic>Citrobacter freundii</ce:italic>,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2018.03.198,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2018.03.198?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Hydrogen production from steam reforming of acetic acid over Cu–Zn supported calcium aluminate,Bioresource Technology,10.1016/j.biortech.2012.07.019,https://api.elsevier.com/content/article/doi/10.1016/j.biortech.2012.07.019?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Highly stable defective TiO<ce:inf loc=post>2-x</ce:inf> with tuned exposed facets induced by fluorine: Impact of surface and bulk properties on selective UV/visible alcohol photo-oxidation,Applied Surface Science,10.1016/j.apsusc.2020.145419,https://api.elsevier.com/content/article/doi/10.1016/j.apsusc.2020.145419?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Hydrogen evolution by catalyzing water splitting on two-dimensional g-C<ce:inf loc=post>3</ce:inf>N<ce:inf loc=post>4</ce:inf>-Ag/AgBr heterostructure,Applied Surface Science,10.1016/j.apsusc.2019.07.152,https://api.elsevier.com/content/article/doi/10.1016/j.apsusc.2019.07.152?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Rare earth ion Nd<ce:sup loc=post>3+</ce:sup> promotes production of cellulose ethanol by <ce:italic>Clostridium thermocellum</ce:italic> ATCC 27405,Polyhedron,10.1016/j.poly.2021.115555,https://api.elsevier.com/content/article/doi/10.1016/j.poly.2021.115555?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Phosphorus as a promoter of a nickel catalyst to obtain 1-phenylethanol from chemoselective hydrogenation of acetophenone,Heliyon,10.1016/j.heliyon.2019.e01859,https://api.elsevier.com/content/article/doi/10.1016/j.heliyon.2019.e01859?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Purity of hydrogen released from the Liquid Organic Hydrogen Carrier compound perhydro dibenzyltoluene by catalytic dehydrogenation,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2019.10.067,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2019.10.067?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Metathesis reaction from <ce:italic>bio</ce:italic>-based resources: Synthesis of diols and macrodiols using fatty alcohols, <ce:italic>β</ce:italic>-citronellol and natural rubber",Polymer Degradation and Stability,10.1016/j.polymdegradstab.2019.05.021,https://api.elsevier.com/content/article/doi/10.1016/j.polymdegradstab.2019.05.021?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
FeS<ce:inf loc=post>2</ce:inf> bridging function to enhance charge transfer between MoS<ce:inf loc=post>2</ce:inf> and g–C<ce:inf loc=post>3</ce:inf>N<ce:inf loc=post>4</ce:inf> for efficient hydrogen evolution reaction,Chemical Engineering Journal,10.1016/j.cej.2020.127804,https://api.elsevier.com/content/article/doi/10.1016/j.cej.2020.127804?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Selective hydrogenation of crotonaldehyde in liquid-phase over Au/Mg<ce:inf loc=post>2</ce:inf>AlO hydrotalcite catalysts,Applied Catalysis A: General,10.1016/j.apcata.2010.04.009,https://api.elsevier.com/content/article/doi/10.1016/j.apcata.2010.04.009?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Z-scheme based CdS/CdWO<ce:inf loc=post>4</ce:inf> heterojunction visible light photocatalyst for dye degradation and hydrogen evolution,Applied Surface Science,10.1016/j.apsusc.2018.06.054,https://api.elsevier.com/content/article/doi/10.1016/j.apsusc.2018.06.054?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Enhanced photocatalytic hydrogen evolution using a novel in situ heterojunction yttrium-doped Bi<ce:inf loc=post>4</ce:inf>NbO<ce:inf loc=post>8</ce:inf>Cl@Nb<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>5</ce:inf>,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2018.05.129,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2018.05.129?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Synthesis of activated ferrosilicon-based microcomposites by ball milling and their hydrogen generation properties,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2018.12.008,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2018.12.008?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Chapter 9: Stearyl Alcohol Oleogels,Edible Oleogels,10.1016/B978-0-12-814270-7.00009-5,https://api.elsevier.com/content/article/doi/10.1016/B978-0-12-814270-7.00009-5?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Hydrogen production from ethanol steam reforming on M/CeO<ce:inf loc=post>2</ce:inf>/YSZ (M<ce:hsp sp=0.25></ce:hsp>=<ce:hsp sp=0.25></ce:hsp>Ru, Pd, Ag) nanocomposites",Catalysis Today,10.1016/j.cattod.2011.03.068,https://api.elsevier.com/content/article/doi/10.1016/j.cattod.2011.03.068?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
The purification of crude glycerol derived from biodiesel manufacture and its use as a substrate by <ce:italic>Rhodopseudomonas palustris</ce:italic> to produce hydrogen,Bioresource Technology,10.1016/j.biortech.2013.10.094,https://api.elsevier.com/content/article/doi/10.1016/j.biortech.2013.10.094?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Gibbs free energy <mml:math altimg=si1.gif overflow=scroll><mml:mrow><mml:mrow><mml:mo stretchy=true>(</mml:mo><mml:mrow><mml:mo>Δ</mml:mo><mml:mtext>G</mml:mtext></mml:mrow><mml:mo stretchy=true>)</mml:mo></mml:mrow></mml:mrow></mml:math> analysis for the Na<ce:glyph name=sbnd></ce:glyph><ce:italic>O</ce:italic><ce:glyph name=sbnd></ce:glyph>H (sodium-oxygen-hydrogen) thermochemical water splitting cycle,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2019.04.064,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2019.04.064?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Caesium sites coordinated in Boron-doped porous and wrinkled graphitic carbon nitride nanosheets for efficient charge carrier separation and Transfer: Photocatalytic H<ce:inf loc=post>2</ce:inf> and H<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>2</ce:inf> production,Chemical Engineering Journal,10.1016/j.cej.2021.130067,https://api.elsevier.com/content/article/doi/10.1016/j.cej.2021.130067?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Direct degradation of cellulosic biomass to bio-hydrogen from a newly isolated strain <ce:italic>Clostridium sartagoforme</ce:italic> FZ11,Bioresource Technology,10.1016/j.biortech.2015.05.034,https://api.elsevier.com/content/article/doi/10.1016/j.biortech.2015.05.034?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
High pressure membrane separator for hydrogen purification of gas from hydrothermal treatment of biomass,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2018.05.031,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2018.05.031?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Influence of cellulose microfiber reinforcement for polyvinyl alcohol on the layer growth of plasma-deposited a-C:H,Diamond and Related Materials,10.1016/j.diamond.2020.108065,https://api.elsevier.com/content/article/doi/10.1016/j.diamond.2020.108065?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Mesoporous mixed CuCo oxides as robust catalysts for liquid-phase furfural hydrogenation,Applied Catalysis A: General,10.1016/j.apcata.2018.12.010,https://api.elsevier.com/content/article/doi/10.1016/j.apcata.2018.12.010?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Modified low molecular weight poly-vinyl alcohol as viscosity enhancer,Materials Today Communications,10.1016/j.mtcomm.2019.100634,https://api.elsevier.com/content/article/doi/10.1016/j.mtcomm.2019.100634?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
pH-induced morphological transformation of W<ce:inf loc=post>x</ce:inf>MoS<ce:inf loc=post>2</ce:inf> nanosheets for hydrogen evolution reaction through precursor solution aging,Journal of Power Sources,10.1016/j.jpowsour.2022.231154,https://api.elsevier.com/content/article/doi/10.1016/j.jpowsour.2022.231154?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Palladium membranes applications in reaction systems for hydrogen separation and purification: A review,Chemical Engineering and Processing: Process Intensification,10.1016/j.cep.2017.07.021,https://api.elsevier.com/content/article/doi/10.1016/j.cep.2017.07.021?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
